rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
752,Tamarahaven Bypass Project,2024-12-13,2025-01-03,Pending Review,Traffic Signage,Same executive building computer American treat home walk phone prove recent husband stop bed sea event ability manager eye possible summer level.,True,21,General Contractor,Medium,29487.21,Paving,Design Change,3
753,North Samantha Bypass Project,2024-11-06,2024-11-09,Answered,Lane Closures,Program dark in marriage low market eat business administration painting least arrive imagine Republican number prove.,True,3,DOT Inspector,High,116227.58,Inspection,Material Substitution,2
754,Johnnyberg Bypass Project,2024-12-24,2025-01-12,Closed,Utility Relocation,Do turn situation poor say rate push consider despite surface rule phone better strong college.,True,19,Subcontractor,Medium,38556.33,Inspection,Conflict Resolution,4
755,Angelaside Bypass Project,2025-04-12,2025-04-21,Open,Traffic Signage,Expect eye evidence treatment indeed term reality purpose not cultural check stay thank many care fish time provide west lawyer short bill true.,False,9,DOT Inspector,Low,9420.47,Paving,Conflict Resolution,5
756,North Chadburgh Bypass Project,2025-01-21,2025-02-08,Answered,Utility Relocation,Party since least system know official interview election gun girl too same finish analysis serve impact.,False,18,General Contractor,Medium,47461.01,Preconstruction,Material Substitution,5
757,Mariatown Bypass Project,2025-01-13,2025-01-25,Answered,Traffic Signage,Traditional national environmental anything they add father nice notice discuss wrong.,True,12,DOT Inspector,Medium,49936.16,Excavation,Clarification,3
758,Ashleyborough Bypass Project,2025-03-20,2025-03-29,Pending Review,Guardrail Placement,Machine every ground I drug perform serve tell when black on.,True,9,General Contractor,Medium,29814.47,Paving,Material Substitution,4
759,Rogersport Bypass Project,2024-12-14,2024-12-27,Pending Review,Lane Closures,Choose drive security scientist view billion environment end or act action price military another.,False,13,DOT Inspector,Low,4983.96,Inspection,Clarification,2
760,Reneeland Bypass Project,2025-04-05,2025-04-14,Answered,Utility Relocation,Lay fight single free office return beautiful population tree to ball piece if east human however quality parent son teacher staff positive water remember only.,True,9,Subcontractor,Medium,38264.21,Excavation,Clarification,5
761,Greenshire Bypass Project,2024-12-02,2024-12-16,Pending Review,Utility Relocation,Size approach democratic thank report government policy boy past sure find of stuff impact either song drive different color reason similar food send.,True,14,General Contractor,Medium,47264.53,Preconstruction,Material Substitution,5
762,New Joshua Bypass Project,2025-02-14,2025-02-24,Open,Traffic Signage,Office say until end describe reason attention physical system discuss north same beat wide little trip age common top.,False,10,Civil Engineer,Medium,27813.85,Excavation,Conflict Resolution,5
763,West Sandrachester Bypass Project,2025-03-02,2025-03-29,Open,Road Grading,Former maintain little grow education city throw leave member heart person much focus coach.,False,27,DOT Inspector,Low,3715.97,Preconstruction,Material Substitution,4
764,North Jerryfurt Bypass Project,2025-04-03,2025-04-21,Open,Guardrail Placement,Role car raise leg fear and allow want service arm environment know surface measure floor assume reality.,True,18,General Contractor,Medium,41846.86,Inspection,Clarification,5
765,Maxwellshire Bypass Project,2025-01-29,2025-02-11,Pending Review,Soil Compaction,Produce expect kitchen physical magazine shoulder note figure exactly item reveal southern hand bad though manage think environmental in agent.,True,13,DOT Inspector,High,137883.29,Paving,Conflict Resolution,4
766,Meaganmouth Bypass Project,2025-01-01,2025-01-19,Answered,Guardrail Placement,Themselves once attack together few friend direction may land travel meeting since cost public since officer upon reason lawyer glass check.,True,18,Civil Engineer,Medium,48531.57,Inspection,Clarification,4
767,Millerfort Bypass Project,2024-12-02,2024-12-28,Answered,Bridge Joint Design,Hope alone economy style anyone recent letter wish pull nothing already country.,False,26,Subcontractor,Medium,22975.13,Paving,Clarification,4
768,Walterside Bypass Project,2025-03-13,2025-04-04,Pending Review,Traffic Signage,Free white police only represent discuss car born tell management political late loss across allow parent cause fire.,True,22,DOT Inspector,Medium,11081.86,Inspection,Material Substitution,3
769,Lake Frederick Bypass Project,2025-02-09,2025-03-02,Pending Review,Traffic Signage,Character around simply majority ball over left fish control debate economy hit who why theory capital best day cup to man effect simple commercial.,True,21,General Contractor,Medium,20496.19,Preconstruction,Conflict Resolution,4
770,Holdenside Bypass Project,2025-02-24,2025-03-11,Answered,Soil Compaction,Five manager answer factor space must hotel able which probably create mind beautiful necessary clear consider.,True,15,Civil Engineer,Medium,42677.31,Paving,Design Change,5
771,Katiechester Bypass Project,2025-02-10,2025-03-08,Pending Review,Bridge Joint Design,Military yeah clearly and leader receive notice on international wrong team begin all activity three as fund door western right bar bar middle arm.,False,26,Civil Engineer,Medium,12431.34,Inspection,Design Change,2
772,West Robertview Bypass Project,2025-01-14,2025-01-18,Closed,Soil Compaction,Drive general eat news technology run serious method political hard need tax learn college region police itself end individual figure section TV.,False,4,General Contractor,Medium,11187.23,Preconstruction,Design Change,3
773,Johnsonmouth Bypass Project,2025-01-07,2025-01-25,Open,Pavement Materials,Position data various site before goal issue read upon eat risk.,True,18,Civil Engineer,Medium,28392.51,Preconstruction,Conflict Resolution,4
774,Lake Samantha Bypass Project,2025-02-22,2025-03-23,Open,Soil Compaction,Boy never floor race choice most area small away increase where should.,True,29,Civil Engineer,Medium,15090.15,Inspection,Clarification,5
775,Oconnorberg Bypass Project,2025-04-01,2025-04-08,Answered,Utility Relocation,Everyone special piece impact conference water pull experience all sort media including north town management offer deep.,True,7,Subcontractor,Low,8675.61,Inspection,Design Change,3
776,Port Mckenzie Bypass Project,2024-11-09,2024-11-20,Open,Soil Compaction,Theory unit religious expert build company environment effect several environment big arrive gas hot machine hear major main.,True,11,Subcontractor,Low,7015.53,Inspection,Material Substitution,3
777,Johnathanshire Bypass Project,2025-01-06,2025-01-29,Answered,Stormwater Drainage,President certainly as occur language television American state control receive important.,True,23,Civil Engineer,Medium,39747.01,Paving,Material Substitution,2
778,East Lesliestad Bypass Project,2024-11-25,2024-12-04,Open,Guardrail Placement,Rest fear hear true employee attention student theory me anything dream head upon pretty also attorney throw break risk group magazine although.,False,9,Civil Engineer,Medium,12910.56,Excavation,Design Change,3
779,New Andrew Bypass Project,2024-11-20,2024-12-06,Answered,Guardrail Placement,Many project instead like hot single old plant give stock work call man politics traditional owner both agreement image without least to able hit.,True,16,Civil Engineer,High,193796.92,Inspection,Conflict Resolution,5
780,North Kimberly Bypass Project,2024-11-12,2024-11-22,Closed,Pavement Materials,Tax age experience side option dinner turn field with seat baby ago age require value military agency few among world and.,False,10,General Contractor,Low,3097.85,Preconstruction,Conflict Resolution,3
781,North Barbarachester Bypass Project,2025-03-25,2025-04-19,Closed,Utility Relocation,Music table exactly not statement probably building alone guess peace top wrong three season.,False,25,DOT Inspector,Low,9608.65,Inspection,Material Substitution,2
782,Liufurt Bypass Project,2025-01-03,2025-01-25,Answered,Pavement Materials,Woman fall benefit tend oil area dark hit evidence author adult before citizen good policy husband hard wish other media.,False,22,General Contractor,Medium,35741.97,Excavation,Conflict Resolution,2
783,Meganview Bypass Project,2025-03-03,2025-03-06,Answered,Pavement Materials,Defense spring must box idea shake face feel here whatever main throw time significant yeah develop get church almost.,False,3,DOT Inspector,High,64153.08,Preconstruction,Clarification,5
784,Port Lesliebury Bypass Project,2025-01-31,2025-02-22,Closed,Soil Compaction,Last mention tell team finally how lot represent end whether population necessary fact skill recent prepare serve of happy.,False,22,Civil Engineer,Low,7284.49,Paving,Material Substitution,5
785,New Nathanmouth Bypass Project,2024-12-18,2025-01-11,Pending Review,Utility Relocation,Discussion record machine little culture central any as music within reason forward through step what opportunity standard off in reduce for accept a responsibility.,True,24,General Contractor,High,89896.85,Paving,Material Substitution,4
786,Christophermouth Bypass Project,2025-04-11,2025-04-27,Open,Bridge Joint Design,These author people single part process capital after sport then garden like region task religious give city wife our others race.,False,16,General Contractor,Low,8100.49,Preconstruction,Material Substitution,4
787,Port Douglasburgh Bypass Project,2025-03-18,2025-03-29,Open,Stormwater Drainage,Gun friend care small require he room community standard indicate boy example seek job keep whose evening tough its media.,True,11,DOT Inspector,High,183815.83,Excavation,Design Change,2
788,South Leslie Bypass Project,2024-12-25,2025-01-14,Open,Lane Closures,Western knowledge surface become physical agreement possible mother gun decade information imagine end imagine performance hit have sell song worry.,False,20,Civil Engineer,Medium,16206.93,Paving,Design Change,5
789,West Dustinville Bypass Project,2025-01-28,2025-02-02,Answered,Traffic Signage,Culture people partner turn art use politics born create her discuss anything house.,True,5,Subcontractor,Medium,40089.95,Inspection,Material Substitution,3
